genome_id	source_category	fasta_path	GCA	BioSample	ST	country	year	assembly_status	is_ST50	notes
GCF_019846795.1	background		GCF_019846795.1	SAMN17225431		China	2020	current	NO	source:NCBI_background
GCF_020041945.1	background		GCF_020041945.1	SAMN21365011		South Korea: Boryung	2021	current	NO	source:NCBI_background
GCF_020782035.1	background		GCF_020782035.1	SAMN22211694		China:Wuhan	2021	current	NO	source:NCBI_background
GCF_020782215.1	background		GCF_020782215.1	SAMN22211696		China:Wuhan	2021	current	NO	source:NCBI_background
GCF_021026225.1	background		GCF_021026225.1	SAMN23429703		Malaysia: Terengganu	2020	current	NO	source:NCBI_background
GCF_022290575.1	background		GCF_022290575.1	SAMN20804968		Colombia: Cordoba	2019	current	NO	source:NCBI_background
GCF_022290605.1	background		GCF_022290605.1	SAMN20804967		Colombia: Bogota D.C.	2019	current	NO	source:NCBI_background
GCF_022290635.1	background		GCF_022290635.1	SAMN20805035		Colombia: Atlantico	2019	current	NO	source:NCBI_background
GCF_022290675.1	background		GCF_022290675.1	SAMN20805033		Colombia: Atlantico	2019	current	NO	source:NCBI_background
GCF_022290755.1	background		GCF_022290755.1	SAMN20805032		Colombia: Valle del Cauca	2019	current	NO	source:NCBI_background
GCF_022290785.1	background		GCF_022290785.1	SAMN20805034		Colombia: Narino	2019	current	NO	source:NCBI_background
GCF_022290835.1	background		GCF_022290835.1	SAMN20804965		Colombia: Cordoba	2019	suppressed	NO	source:NCBI_background
GCF_022290935.1	background		GCF_022290935.1	SAMN20805031		Colombia: Atlantico	2019	current	NO	source:NCBI_background
GCF_022291025.1	background		GCF_022291025.1	SAMN20804964		Colombia: Cordoba	2019	suppressed	NO	source:NCBI_background
GCF_023205895.1	background		GCF_023205895.1	SAMN15889559		China: Dalian	2019	current	NO	source:NCBI_background
GCF_023205915.1	background		GCF_023205915.1	SAMN15889555		China: Dalian	2019	current	NO	source:NCBI_background
GCF_023205935.1	background		GCF_023205935.1	SAMN15889510		China: Xiamen	2019	suppressed	NO	source:NCBI_background
GCF_023338245.1	background		GCF_023338245.1	SAMN25174351		China: Beihai	2020	current	NO	source:NCBI_background
GCF_023338275.1	background		GCF_023338275.1	SAMN25174513		China: Beihai	2020	current	NO	source:NCBI_background
GCF_023338305.1	background		GCF_023338305.1	SAMN25209733		China: Beihai	2020	suppressed	NO	source:NCBI_background
GCF_023338315.1	background		GCF_023338315.1	SAMN25209740		China: Beihai	2020	current	NO	source:NCBI_background
GCF_023338345.1	background		GCF_023338345.1	SAMN25209765		China: Beihai	2020	current	NO	source:NCBI_background
GCF_023338355.1	background		GCF_023338355.1	SAMN25209771		China: Beihai	2020	current	NO	source:NCBI_background
GCF_023338385.1	background		GCF_023338385.1	SAMN25209820		China: Beihai	2020	current	NO	source:NCBI_background
GCF_023338395.1	background		GCF_023338395.1	SAMN25210965		China:Fangchenggang	2020	current	NO	source:NCBI_background
GCF_023338425.1	background		GCF_023338425.1	SAMN25211063		China:Fangchenggang	2020	current	NO	source:NCBI_background
GCF_023338435.1	background		GCF_023338435.1	SAMN25211114		China:Fangchenggang	2020	current	NO	source:NCBI_background
GCF_023338465.1	background		GCF_023338465.1	SAMN25212004		China: Fangchenggang	2020	current	NO	source:NCBI_background
GCF_023338475.1	background		GCF_023338475.1	SAMN25214717		China: Fangchenggang	2020	current	NO	source:NCBI_background
GCF_023338535.1	background		GCF_023338535.1	SAMN25220545		China: Fangchenggang	2020	current	NO	source:NCBI_background
GCF_023338545.1	background		GCF_023338545.1	SAMN25232486		China: Fangchenggang	2020	current	NO	source:NCBI_background
GCF_023338555.1	background		GCF_023338555.1	SAMN25220608		China: Fangchenggang	2020	current	NO	source:NCBI_background
GCF_023338565.1	background		GCF_023338565.1	SAMN25232487		China: Nanning	2020	current	NO	source:NCBI_background
GCF_023338575.1	background		GCF_023338575.1	SAMN25221410		China: Fangchenggang	2020	current	NO	source:NCBI_background
GCF_023338635.1	background		GCF_023338635.1	SAMN25232498		China: Qinzhou	2020	current	NO	source:NCBI_background
GCF_024331565.1	background		GCF_024331565.1	SAMN29722567		China:Guangzhou	2020	current	NO	source:NCBI_background
GCF_024495085.1	background		GCF_024495085.1	SAMN29856465		China:Guangzhou	2021	current	NO	source:NCBI_background
GCF_024495095.1	background		GCF_024495095.1	SAMN29856458		China:Guangzhou	2020	current	NO	source:NCBI_background
GCF_024495125.1	background		GCF_024495125.1	SAMN29856454		China:Guangzhou	2020	current	NO	source:NCBI_background
GCF_024495165.1	background		GCF_024495165.1	SAMN29856445		China:Guangzhou	2020	current	NO	source:NCBI_background
GCF_024495185.1	background		GCF_024495185.1	SAMN29856470		China:Guangzhou	2021	current	NO	source:NCBI_background
GCF_024495205.1	background		GCF_024495205.1	SAMN29856464		China:Guangzhou	2021	current	NO	source:NCBI_background
GCF_024495305.1	background		GCF_024495305.1	SAMN29856468		China:Guangzhou	2021	current	NO	source:NCBI_background
GCF_024495325.1	background		GCF_024495325.1	SAMN29856466		China:Guangzhou	2021	current	NO	source:NCBI_background
GCF_024495365.1	background		GCF_024495365.1	SAMN29856467		China:Guangzhou	2021	current	NO	source:NCBI_background
GCF_024495385.1	background		GCF_024495385.1	SAMN29856462		China:Guangzhou	2020	suppressed	NO	source:NCBI_background
GCF_024495445.1	background		GCF_024495445.1	SAMN29856457		China:Guangzhou	2020	current	NO	source:NCBI_background
GCF_024495465.1	background		GCF_024495465.1	SAMN29856455		China:Guangzhou	2020	current	NO	source:NCBI_background
GCF_024495485.1	background		GCF_024495485.1	SAMN29856450		China:Guangzhou	2020	current	NO	source:NCBI_background
GCF_024495495.1	background		GCF_024495495.1	SAMN29856452		China:Guangzhou	2020	current	NO	source:NCBI_background
GCF_024495535.1	background		GCF_024495535.1	SAMN29856451		China:Guangzhou	2020	suppressed	NO	source:NCBI_background
GCF_024495565.1	background		GCF_024495565.1	SAMN29856449		China:Guangzhou	2020	current	NO	source:NCBI_background
GCF_024495585.1	background		GCF_024495585.1	SAMN29856448		China:Guangzhou	2020	current	NO	source:NCBI_background
GCF_024495605.1	background		GCF_024495605.1	SAMN29856447		China:Guangzhou	2020	current	NO	source:NCBI_background
GCF_024495675.1	background		GCF_024495675.1	SAMN29637727		South Korea	2021	current	NO	source:NCBI_background
GCF_024505225.1	background		GCF_024505225.1	SAMN29856461		China:Guangzhou	2020	suppressed	NO	source:NCBI_background
GCF_024505245.1	background		GCF_024505245.1	SAMN29856469		China:Guangzhou	2021	current	NO	source:NCBI_background
GCF_024505265.1	background		GCF_024505265.1	SAMN29856463		China:Guangzhou	2020	suppressed	NO	source:NCBI_background
GCF_024505325.1	background		GCF_024505325.1	SAMN29856459		China:Guangzhou	2020	suppressed	NO	source:NCBI_background
GCF_024505345.1	background		GCF_024505345.1	SAMN29856456		China:Guangzhou	2020	current	NO	source:NCBI_background
GCF_024505365.1	background		GCF_024505365.1	SAMN29856453		China:Guangzhou	2020	current	NO	source:NCBI_background
GCF_024581025.1	background		GCF_024581025.1	SAMN29856460		China:Guangzhou	2020	current	NO	source:NCBI_background
GCF_024744975.1	background		GCF_024744975.1	SAMN28767382		Bangladesh	2019	suppressed	NO	source:NCBI_background
GCF_024745005.1	background		GCF_024745005.1	SAMN28767383		Viet Nam	2019	current	NO	source:NCBI_background
GCF_025792495.1	background		GCF_025792495.1	SAMN29674618		China: Zhejiang, Huzhou	2021	current	NO	source:NCBI_background
GCF_025917745.1	background		GCF_025917745.1	SAMN28511831		China:Zhanjiang,Guangdong	2022	current	NO	source:NCBI_background
GCF_025920025.1	background		GCF_025920025.1	SAMN16252928		Germany	2019	current	NO	source:NCBI_background
GCF_026162545.1	background		GCF_026162545.1	SAMN30942182		China: Shanghai Ocean University, Shanghai	2022	current	NO	source:NCBI_background
GCF_026162575.1	background		GCF_026162575.1	SAMN30942137		China: Shanghai Ocean University, Shanghai	2022	current	NO	source:NCBI_background
GCF_026162605.1	background		GCF_026162605.1	SAMN30942188		China: Shanghai Ocean University, Shanghai	2022	current	NO	source:NCBI_background
GCF_026309855.1	background		GCF_026309855.1	SAMN31750074		China:Shandong	2022	current	NO	source:NCBI_background
GCF_026309915.1	background		GCF_026309915.1	SAMN31749851		China:Shandong	2022	current	NO	source:NCBI_background
GCF_026310445.1	background		GCF_026310445.1	SAMN31756718		China:Shandong	2019	current	NO	source:NCBI_background
GCF_026650865.1	background		GCF_026650865.1	SAMN17311133		China: Yingkou	2020	current	NO	source:NCBI_background
GCF_026847755.1	background		GCF_026847755.1	SAMN31919742		China:Shandong	2022	current	NO	source:NCBI_background
GCF_026970915.1	background		GCF_026970915.1	SAMN32156677		China: Fujian	2020	current	NO	source:NCBI_background
GCF_027277545.1	background		GCF_027277545.1	SAMN32300851		China:Guangdong	2019	current	NO	source:NCBI_background
GCF_027277555.1	background		GCF_027277555.1	SAMN32299975		China:Guangdong	2020	current	NO	source:NCBI_background
GCF_027277585.1	background		GCF_027277585.1	SAMN32302293		China:Jiangsu	2022	current	NO	source:NCBI_background
GCF_027277595.1	background		GCF_027277595.1	SAMN32302154		China:Guangdong	2022	current	NO	source:NCBI_background
GCF_027277625.1	background		GCF_027277625.1	SAMN32302155		China:Jiangsu	2022	current	NO	source:NCBI_background
GCF_027277645.1	background		GCF_027277645.1	SAMN32302089		China:Guangdon	2019	current	NO	source:NCBI_background
GCF_027277655.1	background		GCF_027277655.1	SAMN32302460		China:Jiangsu	2022	current	NO	source:NCBI_background
GCF_027277685.1	background		GCF_027277685.1	SAMN32302157		China:Jiangsu	2022	current	NO	source:NCBI_background
GCF_027277725.1	background		GCF_027277725.1	SAMN32302278		China:Jiangsu	2022	current	NO	source:NCBI_background
GCF_027277745.1	background		GCF_027277745.1	SAMN32299961		China:Guangdong	2021	current	NO	source:NCBI_background
GCF_027277765.1	background		GCF_027277765.1	SAMN32299956		China:Guangdong	2022	current	NO	source:NCBI_background
GCF_027277785.1	background		GCF_027277785.1	SAMN32300853		China:Guangdong	2019	current	NO	source:NCBI_background
GCF_027277805.1	background		GCF_027277805.1	SAMN32300846		China:Guangdong	2020	current	NO	source:NCBI_background
GCF_027277825.1	background		GCF_027277825.1	SAMN32302122		China:Guangdong	2022	current	NO	source:NCBI_background
GCF_027277845.1	background		GCF_027277845.1	SAMN32302090		China:Guangdong	2022	current	NO	source:NCBI_background
GCF_027277865.1	background		GCF_027277865.1	SAMN32302088		China:Guangdong	2019	current	NO	source:NCBI_background
GCF_027277885.1	background		GCF_027277885.1	SAMN32302091		China:Guangdong	2022	current	NO	source:NCBI_background
GCF_027277905.1	background		GCF_027277905.1	SAMN32300789		China:Guangdong	2020	current	NO	source:NCBI_background
GCF_027277925.1	background		GCF_027277925.1	SAMN32300831		China:Guangdong	2020	current	NO	source:NCBI_background
GCF_027277945.1	background		GCF_027277945.1	SAMN32300841		China:Guangdong	2022	current	NO	source:NCBI_background
GCF_027277955.1	background		GCF_027277955.1	SAMN32300838		China:Guangdong	2022	current	NO	source:NCBI_background
GCF_027277985.1	background		GCF_027277985.1	SAMN32300845		China:Guangdong	2020	current	NO	source:NCBI_background
GCF_027278005.1	background		GCF_027278005.1	SAMN32300847		China:Guangdong	2022	current	NO	source:NCBI_background
GCF_027278025.1	background		GCF_027278025.1	SAMN32300848		China:Guangdong	2019	current	NO	source:NCBI_background
GCF_027278045.1	background		GCF_027278045.1	SAMN32302291		China:Jiangsu	2022	current	NO	source:NCBI_background
GCF_027591805.1	background		GCF_027591805.1	SAMN32359055		China:Jiangsu	2022	current	NO	source:NCBI_background
GCF_027591885.1	background		GCF_027591885.1	SAMN32359187		China:Jiangsu	2022	current	NO	source:NCBI_background
GCF_027591935.1	background		GCF_027591935.1	SAMN32359172		China:Jiangsu	2022	current	NO	source:NCBI_background
GCF_027591965.1	background		GCF_027591965.1	SAMN32359141		China:Jiangsu	2022	current	NO	source:NCBI_background
GCF_028228685.1	background		GCF_028228685.1	SAMN30158696		Thailand	2021	current	NO	source:NCBI_background
GCF_028551295.1	background		GCF_028551295.1	SAMN32966975		China: Qingdao	2022	current	NO	source:NCBI_background
GCF_028615655.1	background		GCF_028615655.1	SAMN32406228		China: Guangdong	2019	current	NO	source:NCBI_background
GCF_028615675.1	background		GCF_028615675.1	SAMN32406229		China: Guangdong	2019	current	NO	source:NCBI_background
GCF_028615695.1	background		GCF_028615695.1	SAMN32406230		China: Guangdong	2019	current	NO	source:NCBI_background
GCF_028615705.1	background		GCF_028615705.1	SAMN32406232		China: Guangdong	2019	current	NO	source:NCBI_background
GCF_028615735.1	background		GCF_028615735.1	SAMN32406234		China: Guangdong	2019	current	NO	source:NCBI_background
GCF_028615755.1	background		GCF_028615755.1	SAMN32406236		China: Guangdong	2019	current	NO	source:NCBI_background
GCF_028615775.1	background		GCF_028615775.1	SAMN32406237		China: Guangdong	2019	current	NO	source:NCBI_background
GCF_028615795.1	background		GCF_028615795.1	SAMN32406293		China: Guangdong	2019	current	NO	source:NCBI_background
GCF_028615815.1	background		GCF_028615815.1	SAMN32406238		China: Guangdong	2019	current	NO	source:NCBI_background
GCF_028615835.1	background		GCF_028615835.1	SAMN32406563		China: Guangdong	2019	current	NO	source:NCBI_background
GCF_028615855.1	background		GCF_028615855.1	SAMN32406394		China: Guangdong	2019	current	NO	source:NCBI_background
GCF_028615875.1	background		GCF_028615875.1	SAMN32406564		China: Guangdong	2019	current	NO	source:NCBI_background
GCF_028615885.1	background		GCF_028615885.1	SAMN32406590		China: Guangdong	2019	current	NO	source:NCBI_background
GCF_028615905.1	background		GCF_028615905.1	SAMN32406675		China: Guangdong	2019	current	NO	source:NCBI_background
GCF_028615935.1	background		GCF_028615935.1	SAMN32406713		China: Guangdong	2019	current	NO	source:NCBI_background
GCF_028615955.1	background		GCF_028615955.1	SAMN32406714		China: Guangdong	2019	current	NO	source:NCBI_background
GCF_028615975.1	background		GCF_028615975.1	SAMN32406716		China: Guangdong	2019	current	NO	source:NCBI_background
GCF_028615995.1	background		GCF_028615995.1	SAMN32406717		China: Guangdong	2019	current	NO	source:NCBI_background
GCF_028616015.1	background		GCF_028616015.1	SAMN32406741		China: Guangdong	2019	current	NO	source:NCBI_background
GCF_028616035.1	background		GCF_028616035.1	SAMN32406742		China: Guangdong	2019	current	NO	source:NCBI_background
GCF_028616055.1	background		GCF_028616055.1	SAMN32406744		China: Guangdong	2019	current	NO	source:NCBI_background
GCF_028616075.1	background		GCF_028616075.1	SAMN32406745		China: Guangdong	2019	current	NO	source:NCBI_background
GCF_028616095.1	background		GCF_028616095.1	SAMN32406805		China: Guangdong	2019	current	NO	source:NCBI_background
GCF_028616105.1	background		GCF_028616105.1	SAMN32406750		China: Guangdong	2019	current	NO	source:NCBI_background
GCF_028616115.1	background		GCF_028616115.1	SAMN32406747		China: Guangdong	2019	current	NO	source:NCBI_background
GCF_028616145.1	background		GCF_028616145.1	SAMN32407239		China: Guangdong	2019	current	NO	source:NCBI_background
GCF_028616175.1	background		GCF_028616175.1	SAMN32407258		China: Guangdong	2019	current	NO	source:NCBI_background
GCF_028616195.1	background		GCF_028616195.1	SAMN32407261		China: Guangdong	2019	current	NO	source:NCBI_background
GCF_028616205.1	background		GCF_028616205.1	SAMN32407399		China: Guangdong	2019	current	NO	source:NCBI_background
GCF_028616235.1	background		GCF_028616235.1	SAMN32407396		China: Guangdong	2019	current	NO	source:NCBI_background
GCF_028616245.1	background		GCF_028616245.1	SAMN32407401		China: Guangdong	2019	current	NO	source:NCBI_background
GCF_028616275.1	background		GCF_028616275.1	SAMN32407413		China: Guangdong	2019	current	NO	source:NCBI_background
GCF_028616285.1	background		GCF_028616285.1	SAMN32407508		China: Guangdong	2019	current	NO	source:NCBI_background
GCF_028616295.1	background		GCF_028616295.1	SAMN32407507		China: Guangdong	2019	current	NO	source:NCBI_background
GCF_028616335.1	background		GCF_028616335.1	SAMN32407397		China: Guangdong	2019	current	NO	source:NCBI_background
GCF_028617105.1	background		GCF_028617105.1	SAMN32407398		China: Guangdong	2019	current	NO	source:NCBI_background
GCF_028617135.1	background		GCF_028617135.1	SAMN32407400		China: Guangdong	2019	current	NO	source:NCBI_background
GCF_028617155.1	background		GCF_028617155.1	SAMN32407403		China: Guangdong	2019	current	NO	source:NCBI_background
GCF_028617195.1	background		GCF_028617195.1	SAMN32407509		China: Guangdong	2019	current	NO	source:NCBI_background
GCF_028617205.1	background		GCF_028617205.1	SAMN32407402		China: Guangdong	2019	current	NO	source:NCBI_background
GCF_028617235.1	background		GCF_028617235.1	SAMN32407524		China: Guangdong	2019	current	NO	source:NCBI_background
GCF_028617255.1	background		GCF_028617255.1	SAMN32407525		China: Guangdong	2019	current	NO	source:NCBI_background
GCF_028617275.1	background		GCF_028617275.1	SAMN32407539		China: Guangdong	2019	current	NO	source:NCBI_background
GCF_028617285.1	background		GCF_028617285.1	SAMN32407538		China: Guangdong	2019	current	NO	source:NCBI_background
GCF_028617305.1	background		GCF_028617305.1	SAMN32407570		China: Guangdong	2019	current	NO	source:NCBI_background
GCF_028617325.1	background		GCF_028617325.1	SAMN32407577		China: Guangdong	2019	current	NO	source:NCBI_background
GCF_028617355.1	background		GCF_028617355.1	SAMN32407602		China: Guangdong	2019	current	NO	source:NCBI_background
GCF_028617375.1	background		GCF_028617375.1	SAMN32407618		China: Guangdong	2019	current	NO	source:NCBI_background
GCF_028617395.1	background		GCF_028617395.1	SAMN32407621		China: Guangdong	2019	current	NO	source:NCBI_background
GCF_028617405.1	background		GCF_028617405.1	SAMN32407619		China: Guangdong	2019	current	NO	source:NCBI_background
GCF_028617415.1	background		GCF_028617415.1	SAMN32407620		China: Guangdong	2019	current	NO	source:NCBI_background
GCF_028617455.1	background		GCF_028617455.1	SAMN32407628		China: Guangdong	2019	current	NO	source:NCBI_background
GCF_028617475.1	background		GCF_028617475.1	SAMN32407635		China: Guangdong	2019	current	NO	source:NCBI_background
GCF_028617495.1	background		GCF_028617495.1	SAMN32407638		China: Guangdong	2019	current	NO	source:NCBI_background
GCF_028617515.1	background		GCF_028617515.1	SAMN32407636		China: Guangdong	2019	current	NO	source:NCBI_background
GCF_028617525.1	background		GCF_028617525.1	SAMN32407637		China: Guangdong	2019	current	NO	source:NCBI_background
GCF_028617535.1	background		GCF_028617535.1	SAMN32407639		China: Guangdong	2019	current	NO	source:NCBI_background
GCF_028617575.1	background		GCF_028617575.1	SAMN32407640		China: Guangdong	2019	current	NO	source:NCBI_background
GCF_028617595.1	background		GCF_028617595.1	SAMN32407641		China: Guangdong	2019	current	NO	source:NCBI_background
GCF_028617615.1	background		GCF_028617615.1	SAMN32407642		China: Guangdong	2019	current	NO	source:NCBI_background
GCF_028617635.1	background		GCF_028617635.1	SAMN32407667		China: Guangdong	2019	current	NO	source:NCBI_background
GCF_028617655.1	background		GCF_028617655.1	SAMN32407788		China: Guangdong	2019	current	NO	source:NCBI_background
GCF_028617675.1	background		GCF_028617675.1	SAMN32407786		China: Guangdong	2019	current	NO	source:NCBI_background
GCF_028617695.1	background		GCF_028617695.1	SAMN32407669		China: Guangdong	2019	current	NO	source:NCBI_background
GCF_028617705.1	background		GCF_028617705.1	SAMN32407808		China: Guangdong	2019	current	NO	source:NCBI_background
GCF_028617735.1	background		GCF_028617735.1	SAMN32407670		China: Guangdong	2019	current	NO	source:NCBI_background
GCF_028617755.1	background		GCF_028617755.1	SAMN32407809		China: Guangdong	2019	current	NO	source:NCBI_background
GCF_028617775.1	background		GCF_028617775.1	SAMN32407811		China: Guangdong	2019	current	NO	source:NCBI_background
GCF_028617795.1	background		GCF_028617795.1	SAMN32407812		China: Guangdong	2019	current	NO	source:NCBI_background
GCF_028617805.1	background		GCF_028617805.1	SAMN32407813		China: Guangdong	2019	current	NO	source:NCBI_background
GCF_028617815.1	background		GCF_028617815.1	SAMN32407970		China: Guangdong	2019	current	NO	source:NCBI_background
GCF_028617855.1	background		GCF_028617855.1	SAMN32407994		China: Guangdong	2019	current	NO	source:NCBI_background
GCF_028617875.1	background		GCF_028617875.1	SAMN32411236		China: Guangdong	2019	current	NO	source:NCBI_background
GCF_028617895.1	background		GCF_028617895.1	SAMN32411237		China: Guangdong	2019	current	NO	source:NCBI_background
GCF_028617905.1	background		GCF_028617905.1	SAMN32411238		China: Guangdong	2019	current	NO	source:NCBI_background
GCF_028617935.1	background		GCF_028617935.1	SAMN32411240		China: Guangdong	2019	current	NO	source:NCBI_background
GCF_028617945.1	background		GCF_028617945.1	SAMN32411241		China: Guangdong	2019	current	NO	source:NCBI_background
GCF_028617975.1	background		GCF_028617975.1	SAMN32411254		China: Guangdong	2019	current	NO	source:NCBI_background
GCF_028617995.1	background		GCF_028617995.1	SAMN32411258		China: Guangdong	2019	current	NO	source:NCBI_background
GCF_028618015.1	background		GCF_028618015.1	SAMN32411281		China: Guangdong	2019	current	NO	source:NCBI_background
GCF_028618035.1	background		GCF_028618035.1	SAMN32411283		China: Guangdong	2019	current	NO	source:NCBI_background
GCF_028618045.1	background		GCF_028618045.1	SAMN32411279		China: Guangdong	2019	current	NO	source:NCBI_background
GCF_028618065.1	background		GCF_028618065.1	SAMN32411285		China: Guangdong	2019	current	NO	source:NCBI_background
GCF_028618095.1	background		GCF_028618095.1	SAMN32411287		China: Guangdong	2019	current	NO	source:NCBI_background
GCF_028618115.1	background		GCF_028618115.1	SAMN32411303		China: Guangdong	2019	current	NO	source:NCBI_background
GCF_028618125.1	background		GCF_028618125.1	SAMN32411301		China: Guangdong	2019	current	NO	source:NCBI_background
GCF_028618135.1	background		GCF_028618135.1	SAMN32411288		China: Guangdong	2019	current	NO	source:NCBI_background
GCF_028618165.1	background		GCF_028618165.1	SAMN32411302		China: Guangdong	2019	current	NO	source:NCBI_background
GCF_028618195.1	background		GCF_028618195.1	SAMN32411304		China: Guangdong	2019	current	NO	source:NCBI_background
GCF_028618215.1	background		GCF_028618215.1	SAMN32411339		China: Guangdong	2019	current	NO	source:NCBI_background
GCF_028618235.1	background		GCF_028618235.1	SAMN32411316		China: Guangdong	2019	current	NO	source:NCBI_background
GCF_028618245.1	background		GCF_028618245.1	SAMN32411305		China: Guangdong	2019	current	NO	source:NCBI_background
GCF_028618265.1	background		GCF_028618265.1	SAMN32411345		China: Guangdong	2019	current	NO	source:NCBI_background
GCF_028618295.1	background		GCF_028618295.1	SAMN32411357		China: Guangdong	2019	current	NO	source:NCBI_background
GCF_028618305.1	background		GCF_028618305.1	SAMN32411359		China: Guangdong	2019	current	NO	source:NCBI_background
GCF_028618325.1	background		GCF_028618325.1	SAMN32411358		China: Guangdong	2019	current	NO	source:NCBI_background
GCF_028618355.1	background		GCF_028618355.1	SAMN32411363		China: Guangdong	2019	current	NO	source:NCBI_background
GCF_028618365.1	background		GCF_028618365.1	SAMN32411360		China: Guangdong	2019	current	NO	source:NCBI_background
GCF_029228665.1	background		GCF_029228665.1	SAMN26879536		China	2021	current	NO	source:NCBI_background
GCF_029228675.1	background		GCF_029228675.1	SAMN26879533		China	2021	current	NO	source:NCBI_background
GCF_029228685.1	background		GCF_029228685.1	SAMN26879535		China	2021	current	NO	source:NCBI_background
GCF_029228705.1	background		GCF_029228705.1	SAMN26879534		China	2021	current	NO	source:NCBI_background
GCF_029228765.1	background		GCF_029228765.1	SAMN26879531		China	2021	current	NO	source:NCBI_background
GCF_029228775.1	background		GCF_029228775.1	SAMN26879529		China	2021	current	NO	source:NCBI_background
GCF_029228795.1	background		GCF_029228795.1	SAMN26879532		China	2021	current	NO	source:NCBI_background
GCF_029228815.1	background		GCF_029228815.1	SAMN26879530		China	2021	current	NO	source:NCBI_background
GCF_029228845.1	background		GCF_029228845.1	SAMN26879528		China	2021	current	NO	source:NCBI_background
GCF_029228865.1	background		GCF_029228865.1	SAMN26879524		China	2021	current	NO	source:NCBI_background
GCF_029228875.1	background		GCF_029228875.1	SAMN26879523		China	2021	current	NO	source:NCBI_background
GCF_029228885.1	background		GCF_029228885.1	SAMN26879525		China	2021	current	NO	source:NCBI_background
GCF_029228895.1	background		GCF_029228895.1	SAMN26879526		China	2021	current	NO	source:NCBI_background
GCF_029228945.1	background		GCF_029228945.1	SAMN26879527		China	2021	current	NO	source:NCBI_background
GCF_029228965.1	background		GCF_029228965.1	SAMN26879522		China	2021	current	NO	source:NCBI_background
GCF_029228985.1	background		GCF_029228985.1	SAMN26879521		China	2021	current	NO	source:NCBI_background
GCF_029229005.1	background		GCF_029229005.1	SAMN26879519		China	2021	current	NO	source:NCBI_background
GCF_029229025.1	background		GCF_029229025.1	SAMN26879520		China	2021	current	NO	source:NCBI_background
GCF_029348045.1	background		GCF_029348045.1	SAMN33777154		China:Shenzhen	2021	suppressed	NO	source:NCBI_background
GCF_029348065.1	background		GCF_029348065.1	SAMN33777153		China:Shenzhen	2021	suppressed	NO	source:NCBI_background
